,GPU_Mean_ms,GPU_StdDev_ms,CPU_Mean_ms,CPU_StdDev_ms,Speedup_Factor
Scenario 2 (500 Particles),1.3796272277832031,0.051688379364704246,2.786241292953491,0.04941856855291391,2.019560963167165
